"Startup Name","Industry","Funding Rounds","Investment Amount (USD)","Valuation (USD)","Number of Investors","Country","Year Founded","Growth Rate (%)"
"Startup_4318","HealthTech","10","932651922.11","1828724404.8686","25","UK","2011","127.07"
"Startup_4319","HealthTech","10","4678425794.12","15241017600.125","17","Germany","2004","178.56"
"Startup_4320","HealthTech","7","4327229202.67","15999107786.779","48","USA","2019","24.11"
"Startup_4321","Blockchain","1","1330662510.3","3858622248.8576","40","France","2017","139.05"
"Startup_4322","Blockchain","5","2607495660.06","6271681626.6353","50","China","2007","170.15"
"Startup_4323","Biotech","9","644696425.64","1145410332.4553","14","Canada","2020","119.56"
"Startup_4324","Blockchain","9","1007320492.75","4062906027.1497","14","France","2018","58.55"
"Startup_4325","Biotech","6","4619047939.04","15725358934.615","37","Singapore","2017","139.21"
"Startup_4326","HealthTech","5","1682526849.81","6293432294.1747","28","India","2008","185.54"
"Startup_4327","HealthTech","7","1427228674.81","3639850313.3963","3","USA","2023","160.47"
"Startup_4328","Fintech","8","3061782323.76","5139645658.9692","27","Canada","2020","60.06"
"Startup_4329","EdTech","3","4386419402.47","13238289014.266","31","Australia","2008","46.95"
"Startup_4330","Blockchain","6","4057024611.29","9084817725.2959","29","France","2019","22.14"
"Startup_4331","HealthTech","1","3128792924.13","5714791847.8789","45","Australia","2014","12.12"
"Startup_4332","Fintech","3","3862396005.33","16072853253.593","9","UK","2014","54.81"
"Startup_4333","Fintech","9","2541475984.33","10029021063.828","22","USA","2014","136.52"
"Startup_4334","E-commerce","3","1040973815.59","5057151138.4751","22","USA","2003","194.01"
"Startup_4335","AI","3","2152467655.16","4779640545.9127","27","USA","2016","75.12"
"Startup_4336","EdTech","8","4323198550.27","20452650248.67","17","Brazil","2021","52.32"
"Startup_4337","EdTech","1","4868386016.84","19191543848.98","50","France","2000","50.68"
"Startup_4338","Blockchain","6","4354978452.28","10597944801.986","10","Brazil","2005","114.53"
"Startup_4339","Biotech","8","3251472890.82","9799020722.0103","30","Australia","2004","65.31"
"Startup_4340","EdTech","7","1952705282.31","4672917081.1501","46","UK","2018","27.5"
"Startup_4341","HealthTech","2","4377454527.75","21114030075.922","33","India","2019","46.44"
"Startup_4342","Biotech","9","3399515847.28","9095552885.5056","45","China","2014","126.74"
"Startup_4343","SaaS","7","2050915221.43","3749735236.9346","22","UK","2017","115.95"
"Startup_4344","HealthTech","8","2321675626.28","10156969127.642","40","Singapore","2008","72.8"
"Startup_4345","E-commerce","7","430909269.34","1623735374.3144","37","USA","2010","98.04"
"Startup_4346","AI","8","3192084094.37","6928584715.9565","41","UK","2010","117.01"
"Startup_4347","HealthTech","4","120106776.27","516767741.95916","29","India","2004","175.23"
"Startup_4348","HealthTech","6","3660893413.35","14904712079.408","24","UK","2003","180.03"
"Startup_4349","Fintech","10","1579165785.18","5569316598.3891","20","Australia","2011","170.03"
"Startup_4350","Blockchain","3","2576331522.07","12507153028.685","47","UK","2001","195.47"
"Startup_4351","AI","3","1853898908.75","3266372039.9176","10","France","2009","116.87"
"Startup_4352","Fintech","5","1616043911.22","6236099019.7655","35","Brazil","2008","147.05"
"Startup_4353","Fintech","5","679044271.95","3304459789.7626","38","Germany","2017","8.85"
"Startup_4354","Blockchain","6","2985054924.28","12754969864.415","21","China","2010","33.48"
"Startup_4355","SaaS","3","122582028.42","496389499.32292","38","China","2017","142.32"
"Startup_4356","EdTech","3","4147351666.14","7545019140.2329","32","USA","2007","73.71"
"Startup_4357","EdTech","8","2093579431.79","7924011339.4267","9","Australia","2001","63.57"
"Startup_4358","Fintech","9","2114005716.6","8101249049.0366","50","Australia","2007","185.39"
"Startup_4359","SaaS","2","952578597.69","2811556835.6247","22","Australia","2014","189.31"
"Startup_4360","Biotech","7","3120558651.41","13778365382.363","48","France","2003","105.14"
"Startup_4361","Blockchain","9","746504159.11","3445198007.4328","36","USA","2012","108.76"
"Startup_4362","AI","8","3801251750.53","11513755961.701","50","USA","2000","185.93"
"Startup_4363","Blockchain","6","2400066947.26","5420829752.3464","34","USA","2002","153.15"
"Startup_4364","Fintech","4","4813018669.77","22538466976.967","19","China","2012","100.93"
"Startup_4365","E-commerce","10","429375470.85","878178916.35148","10","France","2023","69.33"
"Startup_4366","AI","4","572845983.87","2262032436.4615","24","USA","2021","110.91"
"Startup_4367","AI","3","1721129200.56","4673278971.5461","9","USA","2015","155.87"
"Startup_4368","Fintech","5","915087746.39","3702762998.9449","9","India","2014","106.41"
"Startup_4369","AI","7","4217808491.72","17358128533.635","12","UK","2011","109.12"
"Startup_4370","E-commerce","5","2993903828.9","11825548172.015","15","Singapore","2003","187.02"
"Startup_4371","EdTech","8","3129692596.88","5560945401.5249","8","UK","2007","111.09"
"Startup_4372","HealthTech","9","2597334040.93","5289916061.3829","9","India","2005","97.42"
"Startup_4373","HealthTech","6","4067258135.09","17968176913.582","21","Canada","2021","119.51"
"Startup_4374","Biotech","1","4415403910.65","14433340385.456","15","China","2021","172.4"
"Startup_4375","HealthTech","2","3199590307.82","8265196729.2773","5","USA","2004","80.55"
"Startup_4376","Blockchain","10","3061293593.93","5588913017.748","19","Brazil","2003","108.7"
"Startup_4377","EdTech","9","2997401710.86","11100653242.837","41","Germany","2001","49.64"
"Startup_4378","Fintech","4","861156142.52","3935281947.7403","27","Singapore","2004","187.78"
"Startup_4379","Blockchain","9","4645554143.05","9748143251.2669","32","France","2017","24.25"
"Startup_4380","SaaS","6","3239595180.09","15341713197.387","46","Singapore","2020","79.98"
"Startup_4381","Biotech","7","2306907343.3","3950542194.6585","8","USA","2008","28.97"
"Startup_4382","HealthTech","3","4094748782.87","6639651218.4934","29","Singapore","2020","108.06"
"Startup_4383","Blockchain","4","4876706218.58","21681586697.561","5","USA","2005","192.54"
"Startup_4384","SaaS","4","4414437692.18","7177649055.9939","40","China","2010","174.11"
"Startup_4385","SaaS","6","4827026701.08","7972768360.5911","7","USA","2006","165.43"
"Startup_4386","Blockchain","9","63338666.45","219391391.14403","39","Australia","2022","107.62"
"Startup_4387","AI","5","1001300899.59","3091373008.6715","17","UK","2021","110.85"
"Startup_4388","Biotech","7","4767807347.93","21230216402.644","2","China","2020","138.82"
"Startup_4389","SaaS","1","713125806.52","2979562736.937","27","USA","2004","72.99"
"Startup_4390","Biotech","1","318219453.46","715120617.91003","37","France","2003","12.68"
"Startup_4391","Fintech","1","4674143394.09","9515711223.9857","17","France","2017","193.04"
"Startup_4392","SaaS","9","490802070.11","1511114132.7944","17","India","2011","72.41"
"Startup_4393","SaaS","1","2413502361.76","10857004673.104","44","France","2005","171.06"
"Startup_4394","Fintech","9","980582092.56","2683702961.9337","44","China","2015","39.5"
"Startup_4395","HealthTech","9","74231569.81","270346965.34396","10","Brazil","2023","54.82"
"Startup_4396","Blockchain","9","3088963610.82","7445987112.1281","20","India","2003","38.02"
"Startup_4397","Fintech","7","2010479142.39","8969224463.4888","43","India","2006","130.6"
"Startup_4398","EdTech","10","1300862433.62","5029638270.8649","7","Canada","2006","124.54"
"Startup_4399","AI","9","1537119093.87","6806553618.1657","30","Singapore","2000","28.61"
"Startup_4400","Biotech","3","4584580792.82","13681082659.273","21","USA","2008","50.46"
"Startup_4401","Blockchain","6","4342238201","6698662505.2266","11","India","2021","11.63"
"Startup_4402","EdTech","9","986098539.5","4356471660.1985","30","India","2015","192.63"
"Startup_4403","Biotech","3","103089509.83","215981222.57252","48","Germany","2021","191.56"
"Startup_4404","Fintech","7","2928877192.86","9186131449.2175","39","India","2003","33.3"
"Startup_4405","HealthTech","2","4371587064.31","6874546684.7444","5","France","2009","62.37"
"Startup_4406","Biotech","7","1401948210.54","2862505116.2556","47","USA","2019","17.76"
"Startup_4407","Fintech","2","2920177104.83","4608528737.7055","40","Australia","2023","74.28"
"Startup_4408","AI","8","3574843731.09","9297980442.0659","2","USA","2004","30.34"
"Startup_4409","SaaS","9","1625754473.85","6071134035.4673","47","Singapore","2000","139.56"
"Startup_4410","EdTech","1","1201321677.23","4616507374.1908","44","Germany","2004","13.65"
"Startup_4411","HealthTech","8","4347827657.48","7164360688.3386","37","France","2005","169.28"
"Startup_4412","E-commerce","1","682828411.8","2384718427.1478","45","UK","2010","184.28"
"Startup_4413","Blockchain","8","2956901926.53","10832167775.461","22","Brazil","2019","133.54"
"Startup_4414","SaaS","10","3357710487.76","12858615704.248","38","Brazil","2023","138.5"
"Startup_4415","HealthTech","8","2347547495.31","8839384381.8645","30","Australia","2023","178.27"
"Startup_4416","Biotech","3","1617392447.71","7356202070.1269","26","China","2018","7.28"
"Startup_4417","E-commerce","3","4245699383.61","18048150582.128","22","France","2014","122.74"
"Startup_4418","Fintech","9","2528936133.98","6302849625.9249","15","China","2019","109.08"
"Startup_4419","E-commerce","4","3579084024.65","17346319749.725","49","Germany","2001","32.27"
"Startup_4420","HealthTech","8","2448514865.63","8786844293.7876","11","France","2007","182.79"
"Startup_4421","AI","5","1363879703.65","5657362463.5891","23","USA","2017","85.68"
"Startup_4422","HealthTech","1","4851400925.37","19243954901.666","31","UK","2022","43.79"
"Startup_4423","SaaS","9","983522719.93","4695161363.1325","4","India","2007","117.65"
"Startup_4424","SaaS","2","2164992634.93","9093053438.6189","5","Germany","2009","75.76"
"Startup_4425","E-commerce","3","4064807707.94","13951366910.553","3","China","2006","110.58"
"Startup_4426","AI","5","1505618258.77","6558932665.6187","13","Germany","2021","186.5"
"Startup_4427","E-commerce","10","3976988277.4","10186058895.063","2","India","2003","46.25"
"Startup_4428","HealthTech","3","142264009.03","448872025.19332","7","Singapore","2012","8.57"
"Startup_4429","E-commerce","7","3007252053.48","7708492796.9842","43","China","2005","43.41"
"Startup_4430","Biotech","10","4422928259.78","12404772253.229","21","Brazil","2011","123.47"
"Startup_4431","E-commerce","7","1178387212.36","4245485478.7136","20","Australia","2001","106.81"
"Startup_4432","SaaS","8","1190238363.29","1979484718.7526","45","India","2004","115.78"
"Startup_4433","Biotech","2","2071823918.81","10184698781.555","40","Brazil","2007","187.8"
"Startup_4434","Fintech","5","1530675376.36","2538581323.4433","25","Germany","2010","84.82"
"Startup_4435","HealthTech","7","3435509910.35","5752348231.9019","46","China","2000","47.96"
"Startup_4436","SaaS","9","4676632077.13","22005310814.146","17","Singapore","2016","14.11"
"Startup_4437","Blockchain","1","149444630.82","651014437.26277","14","UK","2007","160.2"
"Startup_4438","AI","1","1231806165.44","5975823742.7069","34","Brazil","2001","70.82"
"Startup_4439","Biotech","8","2072029160.11","4308510434.5969","35","Brazil","2020","119.92"
"Startup_4440","Fintech","7","2020501743.09","3409336128.7709","7","Brazil","2012","65.84"
"Startup_4441","SaaS","2","4299665968.26","17781733441.613","46","Singapore","2001","107.95"
"Startup_4442","Blockchain","1","585995515.62","2859228848.6802","36","Singapore","2002","96.31"
"Startup_4443","Fintech","5","2703441563.62","5977172160.7364","30","Singapore","2004","107.73"
"Startup_4444","SaaS","5","4173780286.92","13844483382.153","14","Germany","2022","165.13"
"Startup_4445","HealthTech","8","2159116442.66","9199217278.9909","18","Singapore","2018","48.6"
"Startup_4446","Biotech","3","3590498285.83","16196025100.233","50","France","2003","111.37"
"Startup_4447","EdTech","3","3372999968.94","7711710387.6528","17","UK","2009","188.06"
"Startup_4448","EdTech","2","294346543.01","1232210397.385","26","Germany","2005","198.77"
"Startup_4449","Biotech","1","1674201864.85","5877129224.6703","34","Singapore","2003","51.38"
"Startup_4450","AI","8","4023186913.07","19387107360.466","39","France","2016","29.64"
"Startup_4451","EdTech","2","1005170950.2","1578035376.5786","30","China","2002","153.9"
"Startup_4452","E-commerce","1","533956265.36","1760589834.6551","38","India","2013","42.17"
"Startup_4453","Fintech","6","1706932810.05","3647135221.8182","47","France","2000","193.73"
"Startup_4454","E-commerce","9","1263724821.37","2765607835.2002","4","Australia","2013","26.16"
"Startup_4455","EdTech","10","3947784237","13981926141.547","48","Australia","2004","190.11"
"Startup_4456","EdTech","5","714990115.8","3529956018.6123","19","Germany","2004","63.04"
"Startup_4457","SaaS","7","2559041089.28","5431229079.6464","28","Brazil","2004","44.96"
"Startup_4458","E-commerce","7","4319605997.72","6919281992.2266","45","USA","2022","34.63"
"Startup_4459","HealthTech","8","2158114565.84","7145918901.0174","32","USA","2001","159.29"
"Startup_4460","E-commerce","8","2796704699.08","4671103287.5653","24","France","2018","63.83"
"Startup_4461","HealthTech","1","719920046.39","2842363549.478","23","UK","2020","125.27"
"Startup_4462","HealthTech","10","3598622044.7","6576227402.5819","1","Canada","2022","114.42"
"Startup_4463","Fintech","5","2076806299.3","5346295961.9219","24","UK","2019","24.81"
"Startup_4464","E-commerce","1","143512116.29","279412017.16814","39","USA","2016","26.03"
"Startup_4465","EdTech","5","3087463048.98","12740881098.424","12","Australia","2011","76.59"
"Startup_4466","AI","3","1769156121.68","5315668789.2348","15","Germany","2023","46.67"
"Startup_4467","HealthTech","6","4568831281.33","14889996129.512","19","India","2023","20.62"
"Startup_4468","Fintech","4","2904613224.65","4720982894.4536","44","China","2021","139.48"
"Startup_4469","Blockchain","3","1016209248.28","4812681433.7765","37","China","2022","103.58"
"Startup_4470","AI","2","2776184907.97","13576827677.634","20","UK","2012","28.82"
"Startup_4471","SaaS","9","1062036187.33","3162918578.1946","41","China","2004","151.61"
"Startup_4472","AI","3","2882869170.78","12765162994.123","36","Germany","2013","74.59"
"Startup_4473","SaaS","7","1820079675.85","6585016095.5402","19","China","2001","109.12"
"Startup_4474","E-commerce","6","2100278189.91","9055452391.3508","50","UK","2021","42.46"
"Startup_4475","AI","5","4831207632.43","15083861701.028","21","China","2013","30.49"
"Startup_4476","Fintech","6","2611696350.43","10139681360.851","42","India","2011","175.26"
"Startup_4477","Blockchain","9","4105149424.75","7934674120.198","31","USA","2018","33.64"
"Startup_4478","Blockchain","2","2699316481.36","4520969449.901","49","USA","2012","103.42"
"Startup_4479","Blockchain","7","216195874.52","409057206.45771","43","Australia","2016","132.78"
"Startup_4480","Fintech","10","3318866939.95","11700854065.972","38","India","2011","69.49"
"Startup_4481","Biotech","5","3418789005.03","6009877675.4583","30","Canada","2003","56.75"
"Startup_4482","Blockchain","8","866735033","4163678780.3358","19","France","2002","126.61"
"Startup_4483","Fintech","3","1977008234.79","7286529949.1136","9","Canada","2019","79.05"
"Startup_4484","E-commerce","4","4772256328.49","7496140146.9705","32","USA","2023","42.36"
"Startup_4485","SaaS","2","432917933.91","1832158478.8748","45","Australia","2010","184.87"
"Startup_4486","E-commerce","4","2391613871.21","6283256115.2573","43","Germany","2018","51.94"
"Startup_4487","HealthTech","5","1168946607.46","4621744114.1603","20","Germany","2009","168.2"
"Startup_4488","E-commerce","8","391392281.51","811220160.87503","20","Canada","2005","192.19"
"Startup_4489","AI","5","4531356744.36","22606190897.001","6","France","2001","46.65"
"Startup_4490","EdTech","1","2565478114.63","7950703240.38","30","Australia","2009","169.34"
"Startup_4491","EdTech","10","4941467888.1","17503197065.075","39","Singapore","2020","66.3"
"Startup_4492","E-commerce","6","191881749.6","425109028.92631","47","USA","2018","118.46"
"Startup_4493","AI","7","1739304177.37","8466329697.9335","36","Singapore","2004","12.81"
"Startup_4494","SaaS","5","3202139240.81","8046260990.116","45","Singapore","2015","139.19"
"Startup_4495","Fintech","7","203296680.68","444819841.22259","20","Singapore","2002","113.13"
"Startup_4496","SaaS","2","1941897310.31","3032007643.0457","48","Singapore","2012","50.98"
"Startup_4497","Biotech","9","1995605648.83","3671133708.1358","37","Brazil","2011","41.06"
"Startup_4498","AI","4","3422999731.29","7999911618.1157","38","Australia","2016","149.83"
"Startup_4499","EdTech","4","26347698.91","119680941.13685","26","UK","2012","198.35"
"Startup_4500","HealthTech","7","2102833660.44","8834522753.1693","12","Canada","2022","129.22"
"Startup_4501","EdTech","1","2712448941.67","10439928170.012","4","USA","2002","109.15"
"Startup_4502","Fintech","10","982537905.44","2369145092.0003","24","Singapore","2010","24.52"
"Startup_4503","EdTech","9","2534842520.13","9783711268.1402","33","UK","2020","88.31"
"Startup_4504","EdTech","2","1634868427.3","7710066692.4991","7","Germany","2021","103.23"
"Startup_4505","Biotech","3","4747526709.11","7406672660.4679","44","Singapore","2019","172.93"
"Startup_4506","E-commerce","7","930297215.75","2477920630.6003","25","USA","2003","196.5"
"Startup_4507","E-commerce","7","1764278739","3208929584.4756","9","Brazil","2003","29.09"
"Startup_4508","EdTech","6","898716519.2","2759713990.2383","44","Germany","2008","66.55"
"Startup_4509","SaaS","7","2479930474.26","6089886526.2647","12","Australia","2010","81.2"
"Startup_4510","HealthTech","2","3743744832.66","9853593692.1247","44","UK","2009","79.32"
"Startup_4511","EdTech","4","4002827123.12","13156456849.929","35","India","2009","70.19"
"Startup_4512","Biotech","1","3225583051.98","8140584616.8232","41","Singapore","2011","85.4"
"Startup_4513","Biotech","9","2675141596.16","13275475894.428","42","France","2003","183.58"
"Startup_4514","EdTech","10","4336253101.7","18446002629.393","8","China","2021","79.19"
"Startup_4515","SaaS","2","1685610034.4","5032504409.6807","33","India","2017","189.17"
"Startup_4516","SaaS","8","937416484.37","3197189634.7983","35","USA","2005","101.15"
"Startup_4517","Blockchain","8","3536120556.5","8823699232.9767","26","Singapore","2011","12.34"
"Startup_4518","Biotech","8","3060594034.48","12722948016.938","21","USA","2014","105.33"
"Startup_4519","SaaS","1","3156552215.26","9684170956.9222","14","Australia","2001","75.86"
"Startup_4520","Fintech","1","4115194247.14","10100300286.074","48","Brazil","2021","13.06"
"Startup_4521","HealthTech","9","3994898813.27","12254740217.264","22","India","2023","118.49"
"Startup_4522","Biotech","2","4798619883.6","21468922760.305","49","UK","2002","110.12"
"Startup_4523","Fintech","6","649534755.32","2488374832.1154","14","France","2021","147.45"
"Startup_4524","Blockchain","10","3438434889.86","12966796022.045","29","Germany","2010","154.58"
"Startup_4525","Biotech","2","4179956638.34","20086483645.797","46","India","2003","76.2"
"Startup_4526","HealthTech","8","3325266798.75","6794263983.4535","33","France","2000","172.38"
"Startup_4527","Fintech","1","2742939618.03","13059281851.234","44","USA","2007","11.71"
"Startup_4528","AI","8","1827745753.22","3142136296.2683","47","Germany","2016","10.99"
"Startup_4529","Fintech","7","1808855238.86","4703650622.1148","38","India","2012","117.42"
"Startup_4530","HealthTech","3","1933076339.38","5024049540.492","49","Singapore","2012","12.79"
"Startup_4531","Blockchain","7","2552326461.45","12114427915.642","4","UK","2016","66.66"
"Startup_4532","SaaS","6","1713102858.39","4800700402.0243","34","China","2021","98.21"
"Startup_4533","SaaS","4","3208385750.13","8202755912.9054","10","India","2012","197.72"
"Startup_4534","EdTech","1","4775012451.88","18763630096.855","2","France","2008","49.6"
"Startup_4535","Blockchain","8","2804355933.44","5317941690.4063","35","India","2017","13.29"
"Startup_4536","Fintech","4","3339919227.92","5471910311.1716","47","Canada","2023","157.07"
"Startup_4537","HealthTech","10","929001000.69","2378759892.4007","13","Canada","2022","173.9"
"Startup_4538","EdTech","5","4134355181.84","15600040518.327","35","UK","2015","83.44"
"Startup_4539","Fintech","1","2552382745.89","6017448200.3176","18","China","2020","39.87"
"Startup_4540","Fintech","4","3331241486.98","9558255547.5949","28","France","2021","21.84"
"Startup_4541","Fintech","1","3045291284.49","5266934928.5359","29","France","2008","158.77"
"Startup_4542","E-commerce","3","2710506012.85","10708413470.566","50","Singapore","2014","70.83"
"Startup_4543","Fintech","10","4228675227.4","16401258184.594","33","Australia","2003","86.81"
"Startup_4544","Fintech","2","28751037.65","118315536.36936","15","Singapore","2020","132.38"
"Startup_4545","EdTech","9","2162773601.57","8533869161.5056","14","India","2014","95.22"
"Startup_4546","EdTech","9","4145843628.7","6971270668.36","12","India","2022","199.86"
"Startup_4547","Biotech","8","1660897225.73","7380165584.3313","27","France","2000","89.39"
"Startup_4548","Biotech","1","227238976.39","855265837.56603","50","China","2018","20.1"
"Startup_4549","HealthTech","8","3223336592.29","5185430745.2663","49","China","2019","61.34"
"Startup_4550","AI","8","2644193423.57","9542957635.6672","19","India","2007","13.18"
"Startup_4551","Biotech","7","106220514.99","343083829.34829","13","Germany","2009","161.88"
"Startup_4552","E-commerce","1","1974846800.94","6558914706.7836","32","Australia","2001","82.76"
"Startup_4553","SaaS","1","382772083.94","1883302517.9059","23","France","2016","55.07"
"Startup_4554","E-commerce","7","2387552816.19","7283203633.2626","24","Singapore","2010","182.71"
"Startup_4555","Fintech","1","4336325240.54","9272559697.2705","36","India","2005","137.47"
"Startup_4556","AI","10","4272540778.69","20375479892.936","15","Singapore","2017","183.08"
"Startup_4557","Biotech","10","1218094176.44","3376289962.0724","21","Singapore","2018","134.38"
"Startup_4558","EdTech","1","302923365.28","1065921195.8979","27","India","2016","128.94"
"Startup_4559","Blockchain","10","2526090955.85","3951220023.8192","17","China","2023","81.22"
"Startup_4560","SaaS","9","2510529081.8","3883596079.9911","34","France","2021","192.65"
"Startup_4561","Blockchain","3","456881528.45","785909396.92957","23","UK","2005","9.23"
"Startup_4562","SaaS","8","1565044664.29","2625411228.9159","43","UK","2002","11.68"
"Startup_4563","SaaS","8","1226570490.05","1915904280.2815","20","France","2013","98.31"
"Startup_4564","Fintech","10","1576961510.04","4252698588.6965","24","Brazil","2003","34.66"
"Startup_4565","SaaS","3","759950187.94","1331811899.2821","40","Germany","2017","182.38"
"Startup_4566","EdTech","2","1083279501.01","3412802184.592","16","Germany","2011","141"
"Startup_4567","EdTech","10","1325255205.91","1998572015.6093","25","Singapore","2007","121.81"
"Startup_4568","Blockchain","2","83209419.55","342610969.57648","17","UK","2018","162.14"
"Startup_4569","EdTech","4","4044036362.37","19736083705.623","29","France","2021","73.12"
"Startup_4570","EdTech","4","245237028.28","820345104.69467","15","Singapore","2009","17.64"
"Startup_4571","EdTech","1","2030084484.39","9660626072.2152","4","India","2018","154.76"
"Startup_4572","E-commerce","6","4495072295.9","19544808675.736","21","China","2022","88.74"
"Startup_4573","SaaS","4","2177197522.83","6946840490.5736","28","Germany","2005","76.51"
"Startup_4574","AI","6","41086021.98","188915329.77613","37","India","2021","183.88"
"Startup_4575","Biotech","2","4716860221.32","15116870440.063","29","Germany","2015","32.47"
"Startup_4576","E-commerce","6","335831110.7","1033182727.1657","40","USA","2015","40.28"
"Startup_4577","Fintech","3","3686466736.11","15033406436.225","25","Canada","2002","30.86"
"Startup_4578","Blockchain","10","751234981.63","1626859755.8187","14","Brazil","2011","176.58"
"Startup_4579","HealthTech","3","248441157.61","974373184.39308","34","Singapore","2021","142.43"
"Startup_4580","Blockchain","3","500323940.65","2143660403.2678","46","Germany","2013","192.37"
"Startup_4581","Blockchain","1","600192081.37","2192499011.7002","35","UK","2003","38.39"
"Startup_4582","Fintech","3","1994005672.91","3631991298.3172","37","USA","2013","20.8"
"Startup_4583","SaaS","8","4199830162.21","14819319789.959","49","UK","2016","89.04"
"Startup_4584","E-commerce","2","1090255640.29","4743281365.8013","18","Canada","2016","160"
"Startup_4585","E-commerce","4","4647574540.62","19783289652.824","21","Germany","2006","168.61"
"Startup_4586","HealthTech","7","3392915498.84","10000318204.497","17","France","2020","85.02"
"Startup_4587","Fintech","8","3130116727.86","9870574307.8098","15","Singapore","2014","182.58"
"Startup_4588","EdTech","8","2716621627.74","9809531648.3659","17","Australia","2012","80.49"
"Startup_4589","HealthTech","3","2613604541.87","5639670935.4487","32","USA","2016","192.96"
"Startup_4590","AI","1","4632538668.29","11027591372.092","18","USA","2013","189.41"
"Startup_4591","SaaS","8","2589126331.3","5919477279.5518","49","Singapore","2018","134.08"
"Startup_4592","EdTech","1","2601004987.05","5348905395.1979","48","France","2000","21.34"
"Startup_4593","EdTech","8","160265818.39","723796369.64286","9","India","2021","138.82"
"Startup_4594","HealthTech","3","1135746914.35","2384192883.0126","33","Australia","2009","193.99"
"Startup_4595","SaaS","7","3843333729.74","6723117013.4347","2","Australia","2019","177.39"
"Startup_4596","Biotech","7","3568755362.37","9886904093.9935","46","China","2015","179.86"
"Startup_4597","Blockchain","8","3667210431.55","18108059254.179","17","UK","2008","199.1"
"Startup_4598","E-commerce","2","3695816303.88","12989358817.309","6","USA","2007","192.87"
"Startup_4599","Biotech","4","1023324316.72","4783134975.03","27","China","2012","144.32"
"Startup_4600","AI","5","1501500962.68","3361572125.2545","32","France","2020","35.56"
"Startup_4601","Fintech","5","4183254492.61","10698158079.362","16","Brazil","2007","145.27"
"Startup_4602","AI","1","2683674262.98","9700078818.8215","34","USA","2012","191.15"
"Startup_4603","HealthTech","9","2127044822.45","4708809784.3085","3","China","2000","17.68"
"Startup_4604","Fintech","5","1256649489.7","3460388242.4306","3","India","2001","132.33"
"Startup_4605","AI","8","2621964648.74","4206370354.8928","14","Germany","2004","141.53"
"Startup_4606","Blockchain","10","1626725751.93","6697994078.1425","41","Singapore","2014","119.98"
"Startup_4607","Blockchain","2","1955199044.31","7499295449.3272","34","Singapore","2022","9.79"
"Startup_4608","AI","5","2670238116.55","11721977034.783","7","China","2020","144.93"
"Startup_4609","Biotech","8","2619137332.4","12466180159.783","26","Australia","2020","148.78"
"Startup_4610","Biotech","3","274459289.87","820582022.73184","7","France","2020","115.24"
"Startup_4611","AI","8","398120639.02","1020328127.9628","30","Brazil","2023","20.24"
"Startup_4612","HealthTech","6","1567046775.92","5458508079.6896","24","Brazil","2019","17.53"
"Startup_4613","AI","9","2672501292.91","9404167737.185","34","UK","2001","15.73"
"Startup_4614","SaaS","2","2060416903.3","7523926580.7705","21","India","2011","143.43"
"Startup_4615","SaaS","10","1210388183.94","3461138444.2149","20","USA","2015","158.01"
"Startup_4616","Fintech","10","211744328.51","570028342.81687","47","UK","2021","94.1"
"Startup_4617","Blockchain","1","548356037.24","1586166609.2991","50","Singapore","2008","165.5"
"Startup_4618","Blockchain","1","2675935034.19","12563741084.05","34","India","2012","187.58"
"Startup_4619","HealthTech","3","3793024646.34","8658796553.1051","12","France","2010","178.73"
"Startup_4620","SaaS","3","1946446203.49","7586607989.7794","44","France","2019","48.48"
"Startup_4621","EdTech","8","953695259.07","1940915663.2712","46","Australia","2004","19.12"
"Startup_4622","Blockchain","7","2129048730.22","8555824978.9267","16","China","2019","82.24"
"Startup_4623","AI","10","4457385073.81","20255857037.256","24","Australia","2017","160.68"
"Startup_4624","Blockchain","10","1856369881.01","4611758252.8574","6","Brazil","2005","179.37"
"Startup_4625","E-commerce","10","922447757.92","3280168567.0142","29","Australia","2021","50.23"
"Startup_4626","Biotech","1","3942679025.94","18448858510.642","38","Brazil","2019","175.9"
"Startup_4627","E-commerce","3","941289895.09","2138614790.4799","48","China","2019","162.75"
"Startup_4628","Fintech","7","3385295269.7","7543375662.0972","1","Brazil","2004","179.88"
"Startup_4629","E-commerce","8","357482910.73","604628441.88371","21","UK","2006","193.93"
"Startup_4630","E-commerce","6","2459933726.67","3721309706.6887","20","Canada","2009","156.59"
"Startup_4631","EdTech","8","4819873737.76","21490398111.301","21","Germany","2011","174.14"
"Startup_4632","E-commerce","1","2219305755.25","4072724840.7012","35","Brazil","2012","185.17"
"Startup_4633","Blockchain","8","2961400087.56","10957921251.759","7","India","2011","126.53"
"Startup_4634","AI","8","4675716619.26","20787575013.785","15","Singapore","2000","56.05"
"Startup_4635","SaaS","5","259616863.89","1255844918.5601","27","Australia","2014","93.57"
"Startup_4636","Fintech","2","2167845008.88","8018777928.9274","2","France","2011","197.78"
"Startup_4637","Blockchain","3","1223670118.41","4394061509.5419","13","France","2002","127.15"
"Startup_4638","E-commerce","7","4976992560.63","22946315941.68","41","USA","2017","67.37"
"Startup_4639","E-commerce","4","3332569932.63","6567269661.4679","23","India","2022","32.28"
"Startup_4640","AI","1","1368926470.6","4125708492.6931","20","Australia","2013","187.65"
"Startup_4641","SaaS","3","3895309699.18","15989165125.64","7","India","2000","26.86"
"Startup_4642","SaaS","10","2857110425.92","7013545523.4865","16","Canada","2007","62.99"
